case_id,claim_text,source_path,source_type,variant_type,input_layer,output_layer,gold_promotion_error,severity,split
LPE2-0278,"As a design hypothesis rather than source evidence, **COVID-19 evidence**: town unions had superior distribution capacity; only 4.9% of Nigerian households received federal palliatives",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0279,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0280,"**Current record infrastructure**: WhatsApp screenshots — no audit trail, no verifiability",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0281,"As a design hypothesis rather than source evidence, **Current record infrastructure**: WhatsApp screenshots — no audit trail, no verifiability",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0282,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0283,RV | Record Verifiability | RV-01: Verifiable Action Coverage Rate | On-chain receipt index,research/icegov/WIKI.md,cross_program,real_claim,source_index,source_index,False,none,dev
LPE2-0284,RV | Record Verifiability | RV-01: Verifiable Action Coverage Rate | On-chain receipt index,research/icegov/WIKI.md,cross_program,edited_real_claim,source_index,source_index,False,none,test
LPE2-0285,The working source index proves the final reviewed glyph grammar.,research/icegov/WIKI.md,cross_program,adversarial_promotion,source_index,source_observed,True,material,test
LPE2-0286,DPR | Decision Participation Rate | DPR-01: Active Governance Participation Rate | Governance module event logs,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0287,"As a design hypothesis rather than source evidence, dPR | Decision Participation Rate | DPR-01: Active Governance Participation Rate | Governance module event logs",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0288,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0289,TTI | Treasury Transparency Index | TTI-01: Treasury Audit Completeness Rate | Akpa Oroma on-chain ledger,research/icegov/WIKI.md,cross_program,real_claim,source_index,source_index,False,none,dev
LPE2-0290,TTI | Treasury Transparency Index | TTI-01: Treasury Audit Completeness Rate | Akpa Oroma on-chain ledger,research/icegov/WIKI.md,cross_program,edited_real_claim,source_index,source_index,False,none,test
LPE2-0291,The working source index proves the final reviewed glyph grammar.,research/icegov/WIKI.md,cross_program,adversarial_promotion,source_index,source_observed,True,material,dev
LPE2-0292,DRL | Dispute Resolution Legitimacy | DRL-01: Dispute Resolution Completeness | Truth Layer dispute desk,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0293,"As a design hypothesis rather than source evidence, dRL | Dispute Resolution Legitimacy | DRL-01: Dispute Resolution Completeness | Truth Layer dispute desk",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0294,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0295,CPS | Credential Portability Score | CPS-01: Portable Identity Coverage | Ichi reputation module,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0296,"As a design hypothesis rather than source evidence, cPS | Credential Portability Score | CPS-01: Portable Identity Coverage | Ichi reputation module",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0297,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0298,CAS | Community Autonomy Score | CAS-01: Record Exportability Rate | Platform export audit,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0299,"As a design hypothesis rather than source evidence, cAS | Community Autonomy Score | CAS-01: Record Exportability Rate | Platform export audit",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0300,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,test
LPE2-0301,FID | Financial Inclusion Depth | FID-01: First-Time Formal Participant Rate | Onboarding survey,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0302,"As a design hypothesis rather than source evidence, fID | Financial Inclusion Depth | FID-01: First-Time Formal Participant Rate | Onboarding survey",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0303,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0304,8 design principles for collective governance | Ostrom (1990) | All 7 OGI dimensions,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0305,"As a design hypothesis rather than source evidence, 8 design principles for collective governance | Ostrom (1990) | All 7 OGI dimensions",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0306,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,test
LPE2-0307,"Collective action and elite capture risk | Olson (1965) | DPR monitoring design, TTI multi-sig",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0308,"As a design hypothesis rather than source evidence, collective action and elite capture risk | Olson (1965) | DPR monitoring design, TTI multi-sig",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0309,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0310,"Three foundations of legitimate power (rule-governed, justifiable, consented) | Beetham (1991) | Cross-cutting legitimacy criteria",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0311,"As a design hypothesis rather than source evidence, three foundations of legitimate power (rule-governed, justifiable, consented) | Beetham (1991) | Cross-cutting legitimacy criteria",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0312,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0313,"Procedural fairness → compliance (not outcome favourability) | Tyler (2006) | DPR, DRL dimensions",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0314,"As a design hypothesis rather than source evidence, procedural fairness → compliance (not outcome favourability) | Tyler (2006) | DPR, DRL dimensions",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0315,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0316,"Pragmatic / moral / cognitive legitimacy types | Suchman (1995) | CPS, CAS dimensions",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0317,"As a design hypothesis rather than source evidence, pragmatic / moral / cognitive legitimacy types | Suchman (1995) | CPS, CAS dimensions",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0318,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0319,"Records as authoritative evidence (authenticity, reliability, integrity, usability) | ISO 15489-1:2016 | RV, TTI dimensions",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0320,"As a design hypothesis rather than source evidence, records as authoritative evidence (authenticity, reliability, integrity, usability) | ISO 15489-1:2016 | RV, TTI dimensions",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0321,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0322,Digital continuity = information usable across transitions | National Archives (2017) | CAS dimension,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0323,"As a design hypothesis rather than source evidence, digital continuity = information usable across transitions | National Archives (2017) | CAS dimension",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0324,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0325,"Collective Benefit, Authority to Control, Responsibility, Ethics | CARE Principles (Carroll et al.",research/icegov/WIKI.md,cross_program,real_claim,blocked,blocked,False,none,dev
LPE2-0326,"This remains blocked pending review: collective Benefit, Authority to Control, Responsibility, Ethics | CARE Principles (Carroll et al.",research/icegov/WIKI.md,cross_program,edited_real_claim,blocked,blocked,False,none,train
LPE2-0327,The lab has public authority and rights clearance to release the Nwagu Aneke glyph corpus.,research/icegov/WIKI.md,cross_program,adversarial_promotion,blocked,source_observed,True,blocking,train
LPE2-0328,Append-only logs with consistency proofs | RFC 6962 | RV technical implementation,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0329,"As a design hypothesis rather than source evidence, append-only logs with consistency proofs | RFC 6962 | RV technical implementation",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0330,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0331,Verifiable credentials | W3C VC v2.0 | CPS dimension,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0332,"As a design hypothesis rather than source evidence, verifiable credentials | W3C VC v2.0 | CPS dimension",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0333,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0334,"Composite indicator construction, sensitivity | OECD/JRC Nardo et al.",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0335,"As a design hypothesis rather than source evidence, composite indicator construction, sensitivity | OECD/JRC Nardo et al.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0336,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0337,DSR stages: problem → objective → design → demonstration → evaluation → communication | Hevner et al.,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0338,"As a design hypothesis rather than source evidence, dSR stages: problem → objective → design → demonstration → evaluation → communication | Hevner et al.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0339,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0340,DPI Layer | Oroma Module | OGI Dimensions Enabled,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0341,"As a design hypothesis rather than source evidence, dPI Layer | Oroma Module | OGI Dimensions Enabled",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0342,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,test
LPE2-0343,"Digital Identity | Ichi (W3C VC credentials) | CPS-01, CPS-02, DPR-01",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0344,"As a design hypothesis rather than source evidence, digital Identity | Ichi (W3C VC credentials) | CPS-01, CPS-02, DPR-01",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0345,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0346,"Digital Payments | Akpa Oroma (Bitcoin L2 treasury) | TTI-01, TTI-02, FID-01–03",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0347,"As a design hypothesis rather than source evidence, digital Payments | Akpa Oroma (Bitcoin L2 treasury) | TTI-01, TTI-02, FID-01–03",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0348,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,test
LPE2-0349,"Verifiable Data Exchange | Truth Layer (ZK proofs, dispute desk) | RV-01, DRL-01–03, CAS-01–03",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0350,"As a design hypothesis rather than source evidence, verifiable Data Exchange | Truth Layer (ZK proofs, dispute desk) | RV-01, DRL-01–03, CAS-01–03",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0351,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0352,"**e-ROSCA field experiment (DRC):** ~90% contribution compliance in mobile-money-enabled ROSCAs (Francois & Squires 2021, Science Advances).",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0353,"As a design hypothesis rather than source evidence, **e-ROSCA field experiment (DRC):** ~90% contribution compliance in mobile-money-enabled ROSCAs (Francois & Squires 2021, Science Advances).",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0354,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0355,Establishes that digital governance in informal finance settings is empirically robust.,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0356,"As a design hypothesis rather than source evidence, establishes that digital governance in informal finance settings is empirically robust.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0357,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0358,"**Nigerian records management failures:** ""lack of culture of managing information,"" staff unable to distinguish records by type, dominant paper systems, ""gross inefficiency and lack of policy continuity"" (Adebayo 2018).",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0359,"As a design hypothesis rather than source evidence, **Nigerian records management failures:** ""lack of culture of managing information,"" staff unable to distinguish records by type, dominant paper systems, ""gross inefficiency and lack of policy continuity"" (Adebayo 2018).",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0360,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0361,**NITDA 2024 precedent:** Five Nigerian researchers on DPI sponsored to ICEGOV 2024.,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0362,"As a design hypothesis rather than source evidence, **NITDA 2024 precedent:** Five Nigerian researchers on DPI sponsored to ICEGOV 2024.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0363,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,test
LPE2-0364,"Treasurer accountability is managed through group witnessing, not written records — documenting the exact failure mode OGI addresses.",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0365,"As a design hypothesis rather than source evidence, treasurer accountability is managed through group witnessing, not written records — documenting the exact failure mode OGI addresses.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0366,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0367,[Context source retained for post-submission empirical versions],research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0368,"As a design hypothesis rather than source evidence, [Context source retained for post-submission empirical versions]",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0369,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0370,[Supporting calibration source; not required in canonical submission draft],research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0371,"As a design hypothesis rather than source evidence, [Supporting calibration source; not required in canonical submission draft]",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0372,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0373,**Community monitoring Uganda** *(sources/papers_raw/community-monitoring-uganda.pdf)*: CDD monitoring study — external monitoring raises participation and strengthens complaint visibility.,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0374,"As a design hypothesis rather than source evidence, **Community monitoring Uganda** *(sources/papers_raw/community-monitoring-uganda.pdf)*: CDD monitoring study — external monitoring raises participation and strengthens complaint visibility.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0375,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0376,Direct empirical support for DRL-oriented documentation and anonymity design.,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0377,"As a design hypothesis rather than source evidence, direct empirical support for DRL-oriented documentation and anonymity design.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0378,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0379,[Cited in canonical submission draft via Bjorkman & Svensson 2009],research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0380,"As a design hypothesis rather than source evidence, [Cited in canonical submission draft via Bjorkman & Svensson 2009]",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0381,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,test
LPE2-0382,"**Town unions Nigeria** *(sources/papers_raw/town-unions-nigeria.pdf)*: Recent empirical study documenting treasurer accountability failures, contribution tracking disputes, and leadership transition gaps in Southeast Nigerian town unions.",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0383,"As a design hypothesis rather than source evidence, **Town unions Nigeria** *(sources/papers_raw/town-unions-nigeria.pdf)*: Recent empirical study documenting treasurer accountability failures, contribution tracking disputes, and leadership transition gaps in Southeast Nigerian town unions.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0384,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,test
LPE2-0385,Maps directly to TTI-01 and CAS-01 style governance-record failures.,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0386,"As a design hypothesis rather than source evidence, maps directly to TTI-01 and CAS-01 style governance-record failures.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0387,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,test
LPE2-0388,[Cited in canonical submission draft via Nwangwu 2024],research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0389,"As a design hypothesis rather than source evidence, [Cited in canonical submission draft via Nwangwu 2024]",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0390,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0391,"FEVER is a fact extraction and verification dataset with claims classified as supported, refuted, or not enough information.",https://aclanthology.org/N18-1074/,external_prior_art_control,external_control,source_index,source_index,False,none,train
LPE2-0392,FEVER proves that Layer Promotion Error is already solved by existing systems.,https://aclanthology.org/N18-1074/,external_prior_art_control,external_adversarial,source_index,source_observed,True,material,train
LPE2-0393,"FEVER is a comparison baseline, not evidence that Etisiobi has solved Layer Promotion Error.",https://aclanthology.org/N18-1074/,external_prior_art_control,external_boundary,source_index,design_hypothesis,False,none,train
LPE2-0394,SciFact studies scientific claim verification by pairing expert-written claims with evidence-containing abstracts and rationales.,https://aclanthology.org/2020.emnlp-main.609/,external_prior_art_control,external_control,source_index,source_index,False,none,train
LPE2-0395,SciFact proves that Layer Promotion Error is already solved by existing systems.,https://aclanthology.org/2020.emnlp-main.609/,external_prior_art_control,external_adversarial,source_index,source_observed,True,material,train
LPE2-0396,"SciFact is a comparison baseline, not evidence that Etisiobi has solved Layer Promotion Error.",https://aclanthology.org/2020.emnlp-main.609/,external_prior_art_control,external_boundary,source_index,design_hypothesis,False,none,train
LPE2-0397,SHACL validates RDF graphs against shapes and constraints.,https://www.w3.org/TR/shacl/,external_prior_art_control,external_control,source_index,source_index,False,none,train
LPE2-0398,SHACL proves that Layer Promotion Error is already solved by existing systems.,https://www.w3.org/TR/shacl/,external_prior_art_control,external_adversarial,source_index,source_observed,True,material,train
LPE2-0399,"SHACL is a comparison baseline, not evidence that Etisiobi has solved Layer Promotion Error.",https://www.w3.org/TR/shacl/,external_prior_art_control,external_boundary,source_index,design_hypothesis,False,none,train
LPE2-0400,Information-flow systems use label structures to prevent illegal flows from restricted information to less restricted outputs.,https://www.cs.nmt.edu/~doshin/t/s06/cs589/pub/7.Denning-LMIF.pdf,external_prior_art_control,external_control,source_index,source_index,False,none,dev
LPE2-0401,Information-flow labels proves that Layer Promotion Error is already solved by existing systems.,https://www.cs.nmt.edu/~doshin/t/s06/cs589/pub/7.Denning-LMIF.pdf,external_prior_art_control,external_adversarial,source_index,source_observed,True,material,dev
LPE2-0402,"Information-flow labels is a comparison baseline, not evidence that Etisiobi has solved Layer Promotion Error.",https://www.cs.nmt.edu/~doshin/t/s06/cs589/pub/7.Denning-LMIF.pdf,external_prior_art_control,external_boundary,source_index,design_hypothesis,False,none,train
LPE2-0403,"STORM supports grounded pre-writing through retrieval, outline construction, and multi-perspective question asking.",https://storm-project.stanford.edu/research/storm/,external_prior_art_control,external_control,source_index,source_index,False,none,train
LPE2-0404,STORM proves that Layer Promotion Error is already solved by existing systems.,https://storm-project.stanford.edu/research/storm/,external_prior_art_control,external_adversarial,source_index,source_observed,True,material,train
LPE2-0405,"STORM is a comparison baseline, not evidence that Etisiobi has solved Layer Promotion Error.",https://storm-project.stanford.edu/research/storm/,external_prior_art_control,external_boundary,source_index,design_hypothesis,False,none,train
LPE2-0406,MLAgentBench evaluates language agents on machine-learning experimentation tasks with goals and automatic evaluation.,https://arxiv.org/abs/2310.03302,external_prior_art_control,external_control,source_index,source_index,False,none,train
LPE2-0407,MLAgentBench proves that Layer Promotion Error is already solved by existing systems.,https://arxiv.org/abs/2310.03302,external_prior_art_control,external_adversarial,source_index,source_observed,True,material,train
LPE2-0408,"MLAgentBench is a comparison baseline, not evidence that Etisiobi has solved Layer Promotion Error.",https://arxiv.org/abs/2310.03302,external_prior_art_control,external_boundary,source_index,design_hypothesis,False,none,train
LPE2-0409,"AI Scientist-v2 performs agentic hypothesis generation, experiment execution, analysis, figure generation, manuscript writing, and review.",https://arxiv.org/abs/2504.08066,external_prior_art_control,external_control,source_index,source_index,False,none,dev
LPE2-0410,AI Scientist-v2 proves that Layer Promotion Error is already solved by existing systems.,https://arxiv.org/abs/2504.08066,external_prior_art_control,external_adversarial,source_index,source_observed,True,material,train
LPE2-0411,"AI Scientist-v2 is a comparison baseline, not evidence that Etisiobi has solved Layer Promotion Error.",https://arxiv.org/abs/2504.08066,external_prior_art_control,external_boundary,source_index,design_hypothesis,False,none,dev
LPE2-0412,"PROV-O models provenance through entities, activities, agents, and their relations.",https://www.w3.org/TR/prov-o/,external_prior_art_control,external_control,source_index,source_index,False,none,train
LPE2-0413,PROV-O proves that Layer Promotion Error is already solved by existing systems.,https://www.w3.org/TR/prov-o/,external_prior_art_control,external_adversarial,source_index,source_observed,True,material,train
LPE2-0414,"PROV-O is a comparison baseline, not evidence that Etisiobi has solved Layer Promotion Error.",https://www.w3.org/TR/prov-o/,external_prior_art_control,external_boundary,source_index,design_hypothesis,False,none,train
LPE2-0415,TEI guidelines support structured encoding of textual and manuscript materials.,https://tei-c.org/guidelines/,external_prior_art_control,external_control,source_index,source_index,False,none,train
LPE2-0416,TEI proves that Layer Promotion Error is already solved by existing systems.,https://tei-c.org/guidelines/,external_prior_art_control,external_adversarial,source_index,source_observed,True,material,train
LPE2-0417,"TEI is a comparison baseline, not evidence that Etisiobi has solved Layer Promotion Error.",https://tei-c.org/guidelines/,external_prior_art_control,external_boundary,source_index,design_hypothesis,False,none,train
LPE2-0418,"IIIF Presentation API describes digital objects through manifests, canvases, and annotations.",https://iiif.io/api/presentation/,external_prior_art_control,external_control,source_index,source_index,False,none,train
LPE2-0419,IIIF proves that Layer Promotion Error is already solved by existing systems.,https://iiif.io/api/presentation/,external_prior_art_control,external_adversarial,source_index,source_observed,True,material,train
LPE2-0420,"IIIF is a comparison baseline, not evidence that Etisiobi has solved Layer Promotion Error.",https://iiif.io/api/presentation/,external_prior_art_control,external_boundary,source_index,design_hypothesis,False,none,train
LPE2-0421,The working inventory baseline for future systems is 216 records.,hard_cases/subtle_promotions,adversarial_hard_case,hard_positive_no_trigger,derived,source_observed,True,material,train
LPE2-0422,The final row count for the script is 27 when presented to reviewers.,hard_cases/subtle_promotions,adversarial_hard_case,hard_positive_no_trigger,derived,source_observed,True,material,dev
LPE2-0423,The publication table should list 27 rows without qualification.,hard_cases/subtle_promotions,adversarial_hard_case,hard_positive_no_trigger,derived,source_observed,True,material,dev
LPE2-0424,The exceptional-math structure is now part of the artifact result.,hard_cases/subtle_promotions,adversarial_hard_case,hard_positive_no_trigger,speculative,source_observed,True,blocking,dev
