case_id,reviewer,input_layer,output_layer,promotion_error,severity,rationale
LPE3-0001,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0155,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0155,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0155,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0156,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0156,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0156,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0157,methods_reviewer,speculative,speculative,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0157,domain_postdoc,speculative,speculative,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0157,rights_authority_reviewer,speculative,speculative,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0158,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0158,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0158,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0159,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0159,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0159,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0160,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0160,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0160,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0161,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0161,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0161,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0162,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0162,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0162,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0163,methods_reviewer,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0163,domain_postdoc,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0163,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0164,methods_reviewer,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0164,domain_postdoc,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0164,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0165,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0165,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0165,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0166,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0166,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0166,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0167,methods_reviewer,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0167,domain_postdoc,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0167,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0168,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0168,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0168,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0169,methods_reviewer,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0169,domain_postdoc,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0169,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0170,methods_reviewer,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0170,domain_postdoc,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0170,rights_authority_reviewer,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0171,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0171,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0171,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0172,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0172,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0172,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0173,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0173,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0173,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0174,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0174,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0174,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0175,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0175,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0175,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0176,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0176,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0176,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0177,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0177,domain_postdoc,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0177,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0178,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0178,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0178,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0179,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0179,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0179,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0180,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0180,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0180,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0181,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0181,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0181,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0182,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0182,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0182,rights_authority_reviewer,design_hypothesis,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0183,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0183,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0183,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0184,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0184,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0184,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0185,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0185,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0185,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0186,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0186,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0186,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0187,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0187,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0187,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0188,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0188,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0188,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0189,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0189,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0189,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0190,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0190,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0190,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0191,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0191,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0191,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0192,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0192,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0192,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0193,methods_reviewer,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0193,domain_postdoc,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0193,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0194,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0194,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0194,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0195,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0195,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0195,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0196,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0196,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0196,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0197,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0197,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0197,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0198,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0198,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0198,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0199,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0199,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0199,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0200,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0200,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0200,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0201,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0201,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0201,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0202,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0202,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0202,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0203,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0203,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0203,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0204,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0204,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0204,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0205,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0205,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0205,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0206,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0206,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0206,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0207,methods_reviewer,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0207,domain_postdoc,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0207,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0208,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0208,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0208,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0209,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0209,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0209,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0210,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0210,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0210,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0211,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0211,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0211,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0212,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0212,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0212,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0213,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0213,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0213,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0214,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0214,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0214,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0215,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0215,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0215,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0216,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0216,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0216,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0217,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0217,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0217,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0218,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0218,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0218,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0219,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0219,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0219,rights_authority_reviewer,design_hypothesis,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0220,methods_reviewer,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0220,domain_postdoc,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0220,rights_authority_reviewer,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0221,methods_reviewer,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0221,domain_postdoc,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0221,rights_authority_reviewer,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0222,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0222,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0222,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0223,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0223,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0223,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0224,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0224,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0224,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0225,methods_reviewer,derived,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0225,domain_postdoc,derived,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0225,rights_authority_reviewer,derived,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0226,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0226,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0226,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0227,methods_reviewer,derived,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0227,domain_postdoc,derived,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0227,rights_authority_reviewer,derived,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0228,methods_reviewer,derived,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0228,domain_postdoc,derived,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0228,rights_authority_reviewer,derived,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0229,methods_reviewer,derived,speculative,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0229,domain_postdoc,derived,speculative,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
